rank,team,g,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,season
17,Washington Wizards,82,19730,3523,7493,0.47,1015,2915,0.348,2508,4578,0.548,1266,1657,0.764,755,2613,3368,2288,623,415,1147,1637,9327,2023-2024
18,Minnesota Timberwolves,82,19805,3383,6974,0.485,1037,2681,0.387,2346,4293,0.546,1461,1881,0.777,770,2807,3577,2184,647,497,1162,1544,9264,2023-2024
19,New York Knicks,82,19730,3385,7272,0.465,1083,2936,0.369,2302,4336,0.531,1396,1789,0.78,1039,2665,3704,1998,612,336,1085,1447,9249,2023-2024
20,Cleveland Cavaliers,82,19805,3425,7148,0.479,1108,3016,0.367,2317,4132,0.561,1278,1671,0.765,807,2742,3549,2299,605,380,1112,1436,9236,2023-2024
21,Toronto Raptors,82,19805,3466,7356,0.471,942,2712,0.347,2524,4644,0.543,1339,1772,0.756,891,2607,3498,2335,634,388,1147,1509,9213,2023-2024
22,Chicago Bulls,82,19980,3448,7339,0.47,941,2630,0.358,2507,4709,0.532,1369,1731,0.791,916,2677,3593,2048,638,394,1004,1541,9206,2023-2024
23,San Antonio Spurs,82,19830,3438,7436,0.462,1036,2983,0.347,2402,4453,0.539,1280,1637,0.782,849,2778,3627,2449,584,520,1242,1414,9192,2023-2024
24,Orlando Magic,82,19780,3318,6964,0.476,903,2568,0.352,2415,4396,0.549,1519,2002,0.759,861,2608,3469,2023,669,423,1206,1618,9058,2023-2024
25,Brooklyn Nets,82,19805,3334,7307,0.456,1089,3010,0.362,2245,4297,0.522,1293,1711,0.756,938,2675,3613,2102,556,424,1076,1516,9050,2023-2024
26,Miami Heat,82,19755,3266,7022,0.465,1022,2765,0.37,2244,4257,0.527,1478,1806,0.818,766,2702,3468,2116,617,280,1038,1415,9032,2023-2024
27,Detroit Pistons,82,19755,3353,7236,0.463,906,2602,0.348,2447,4634,0.528,1398,1780,0.785,861,2692,3553,2088,531,384,1248,1688,9010,2023-2024
28,Charlotte Hornets,82,19730,3281,7133,0.46,989,2788,0.355,2292,4345,0.528,1189,1512,0.786,765,2538,3303,2033,562,371,1129,1472,8740,2023-2024
29,Portland Trail Blazers,82,19880,3227,7356,0.439,939,2723,0.345,2288,4633,0.494,1329,1680,0.791,1036,2469,3505,1894,627,354,1249,1654,8722,2023-2024
30,Memphis Grizzlies,82,19780,3145,7230,0.435,1071,3097,0.346,2074,4133,0.502,1316,1722,0.764,896,2598,3494,2025,673,501,1236,1563,8677,2023-2024
