Season,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2011-12,20,CLE,NBA,PF,60,25,1424,194,442,.439,0,2,.000,194,440,.441,.439,106,192,.552,187,202,389,27,27,62,81,134,Tristan Thompson
2012-13,21,CLE,NBA,PF,82,82,2564,390,799,.488,0,3,.000,390,796,.490,.488,177,291,.608,306,467,773,108,60,71,123,234,Tristan Thompson
2013-14,22,CLE,NBA,PF,82,82,2594,363,761,.477,0,1,.000,363,760,.478,.477,235,339,.693,269,485,754,72,42,35,108,188,Tristan Thompson
2014-15,23,CLE,NBA,PF,82,15,2194,267,488,.547,0,0,,267,488,.547,.547,159,248,.641,274,383,657,39,34,61,83,189,Tristan Thompson
2015-16,24,CLE,NBA,PF,82,34,2269,247,420,.588,0,0,,247,420,.588,.588,149,242,.616,268,470,738,62,38,51,61,202,Tristan Thompson
2016-17,25,CLE,NBA,C,78,78,2336,262,437,.600,0,3,.000,262,434,.604,.600,106,213,.498,286,429,715,77,39,84,64,176,Tristan Thompson
2017-18,26,CLE,NBA,C,53,22,1072,132,235,.562,0,0,,132,235,.562,.562,43,79,.544,126,226,352,33,16,17,36,102,Tristan Thompson
2018-19,27,CLE,NBA,C,43,40,1198,201,380,.529,0,0,,201,380,.529,.529,68,106,.642,173,265,438,86,28,16,59,89,Tristan Thompson
2019-20,28,CLE,NBA,C,57,51,1721,288,562,.512,9,23,.391,279,539,.518,.520,99,161,.615,226,351,577,120,33,50,103,124,Tristan Thompson
2020-21,29,BOS,NBA,C,54,43,1287,169,326,.518,0,3,.000,169,323,.523,.518,71,120,.592,169,270,439,67,24,33,62,119,Tristan Thompson
2021-22,30,3TM,NBA,C,57,6,897,141,267,.528,1,3,.333,140,264,.530,.530,61,116,.526,120,168,288,34,23,21,45,98,Tristan Thompson
2021-22,30,SAC,NBA,C,30,3,455,76,151,.503,1,1,1.000,75,150,.500,.507,32,60,.533,72,89,161,18,11,12,29,52,Tristan Thompson
2021-22,30,IND,NBA,C,4,0,66,13,24,.542,0,0,,13,24,.542,.542,3,8,.375,7,11,18,2,0,2,4,7,Tristan Thompson
2021-22,30,CHI,NBA,C,23,3,376,52,92,.565,0,2,.000,52,90,.578,.565,26,48,.542,41,68,109,14,12,7,12,39,Tristan Thompson
2023-24,32,CLE,NBA,C,49,0,549,73,120,.608,0,1,.000,73,119,.613,.608,15,52,.288,73,101,174,51,12,14,29,59,Tristan Thompson
2024-25,33,CLE,NBA,PF,12,0,90,13,27,.481,0,1,.000,13,26,.500,.481,4,14,.286,8,24,32,4,0,4,5,10,Tristan Thompson
2021-22,19,CHO,NBA,PF,33,0,262,24,55,.436,7,27,.259,17,28,.607,.500,12,20,.600,11,32,43,19,8,11,10,26,JT Thor
2022-23,20,CHO,NBA,PF,69,8,969,95,238,.399,39,123,.317,56,115,.487,.481,33,47,.702,36,116,152,36,22,23,44,66,JT Thor
2023-24,21,CHO,NBA,PF,63,3,781,80,183,.437,28,81,.346,52,102,.510,.514,11,20,.550,43,103,146,29,11,27,15,60,JT Thor
2024-25,22,CLE,NBA,PF,4,0,21,7,8,.875,3,3,1.000,4,5,.800,1.063,6,6,1.000,1,2,3,0,2,3,2,4,JT Thor
2019-20,22,PHI,NBA,SG,65,14,1287,112,265,.423,56,157,.357,56,108,.519,.528,25,41,.610,44,63,107,79,94,47,51,141,Matisse Thybulle
2020-21,23,PHI,NBA,SG,65,8,1298,102,243,.420,43,143,.301,59,100,.590,.508,8,18,.444,30,94,124,63,105,71,32,127,Matisse Thybulle
2021-22,24,PHI,NBA,SG,66,50,1685,150,300,.500,45,144,.313,105,156,.673,.575,34,43,.791,42,109,151,75,115,71,39,158,Matisse Thybulle
2022-23,25,2TM,NBA,SF,71,28,1200,110,253,.435,54,148,.365,56,105,.533,.542,19,28,.679,40,100,140,53,83,32,24,113,Matisse Thybulle
2022-23,25,PHI,NBA,SF,49,6,591,50,116,.431,21,63,.333,29,53,.547,.522,9,12,.750,20,43,63,23,45,14,8,65,Matisse Thybulle
2022-23,25,POR,NBA,SG,22,22,609,60,137,.438,33,85,.388,27,52,.519,.558,10,16,.625,20,57,77,30,38,18,16,48,Matisse Thybulle
2023-24,26,POR,NBA,SF,65,19,1487,126,317,.397,80,231,.346,46,86,.535,.524,22,29,.759,30,106,136,90,113,49,40,93,Matisse Thybulle
2020-21,22,MEM,NBA,C,18,1,182,19,57,.333,10,33,.303,9,24,.375,.421,9,11,.818,6,18,24,8,5,8,2,20,Killian Tillie
2021-22,23,MEM,NBA,C,36,3,461,43,127,.339,27,86,.314,16,41,.390,.445,5,8,.625,21,39,60,22,23,15,13,58,Killian Tillie
2020-21,22,MEM,NBA,PF,59,12,1085,167,299,.559,22,65,.338,145,234,.620,.595,34,53,.642,74,182,256,75,44,33,45,116,Xavier Tillman Sr.
2021-22,23,MEM,NBA,PF,53,2,701,98,216,.454,10,49,.204,88,167,.527,.477,46,71,.648,66,95,161,62,49,15,34,63,Xavier Tillman Sr.
2022-23,24,MEM,NBA,C,61,29,1180,188,306,.614,4,15,.267,184,291,.632,.621,49,89,.551,121,186,307,96,58,29,44,97,Xavier Tillman Sr.
2023-24,25,2TM,NBA,PF,54,15,974,121,279,.434,20,81,.247,101,198,.510,.470,22,50,.440,70,141,211,77,51,44,34,75,Xavier Tillman Sr.
2023-24,25,MEM,NBA,C,34,13,700,87,213,.408,12,53,.226,75,160,.469,.437,18,43,.419,56,101,157,57,42,35,29,60,Xavier Tillman Sr.
2023-24,25,BOS,NBA,PF,20,2,274,34,66,.515,8,28,.286,26,38,.684,.576,4,7,.571,14,40,54,20,9,9,5,15,Xavier Tillman Sr.
2024-25,26,BOS,NBA,C,19,1,156,9,34,.265,4,18,.222,5,16,.313,.324,1,2,.500,8,26,34,6,5,3,6,13,Xavier Tillman Sr.
2021-22,20,WAS,NBA,PF,12,0,74,7,26,.269,4,16,.250,3,10,.300,.346,2,6,.333,3,9,12,4,4,2,4,4,Isaiah Todd
2022-23,21,WAS,NBA,PF,6,1,61,3,19,.158,1,10,.100,2,9,.222,.184,2,2,1.000,2,10,12,4,1,0,2,4,Isaiah Todd
2023-24,23,NYK,NBA,SF,9,0,38,5,9,.556,1,4,.250,4,5,.800,.611,2,2,1.000,3,4,7,3,0,1,1,3,Jacob Toppin
2024-25,24,NYK,NBA,SF,8,0,22,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,3,3,2,0,0,1,1,Jacob Toppin
2020-21,22,NYK,NBA,PF,62,0,683,104,209,.498,26,85,.306,78,124,.629,.560,19,26,.731,26,112,138,29,17,15,23,55,Obi Toppin
2021-22,23,NYK,NBA,PF,72,10,1230,251,473,.531,52,169,.308,199,304,.655,.586,94,124,.758,69,199,268,77,25,33,56,102,Obi Toppin
2022-23,24,NYK,NBA,PF,67,5,1050,187,419,.446,85,247,.344,102,172,.593,.548,38,47,.809,29,158,187,66,23,12,38,68,Obi Toppin
2023-24,25,IND,NBA,PF,82,28,1730,332,579,.573,102,253,.403,230,326,.706,.661,77,100,.770,85,235,320,128,47,43,69,143,Obi Toppin
2024-25,26,IND,NBA,PF,30,0,598,123,222,.554,38,106,.358,85,116,.733,.640,31,36,.861,21,101,122,52,24,11,19,47,Obi Toppin
