Team Name,Year,Overall - ,GP - Games Played,MIN - Minutes Played,PTS - Points,W - Wins,L - Losses,W_PCT - Win Percentage,FGM - Field Goals Made,FGA - Field Goals Attempted,FG_PCT - Field Goal Percentage,FG3M - 3 Point Field Goals Made,FG3A - 3 Point Field Goals Attempted,FG3_PCT - 3 Point Field Goal Percentage,FTM - Free Throws Made,FTA - Free Throws Attempted,FT_PCT - Free Throw Percentage,OREB - Offensive Rebounds,DREB - Defensive Rebounds,REB - Rebounds,AST - Assists,TOV - Turnovers,STL - Steals,BLK - Blocks,PF - Personal Fouls,PLUS_MINUS - Plus-Minus
INDIANA PACERS,1999-00,2000-01,82,48.7,92.6,41,41,.500,34.5,78.4,44.0,4.8,14.1,34.2,18.8,24.5,76.6,11.2,31.6,42.9,21.5,15.2,6.9,5.9,23.5,-0.2
INDIANA PACERS,1998-99,1999-00,82,48.1,101.3,56,26,.683,37.2,81.0,45.9,7.1,18.1,39.2,19.9,24.5,81.1,10.3,31.9,42.1,22.6,14.1,6.8,5.1,21.8,4.6
INDIANA PACERS,1997-98,1999-00,82,48.1,101.3,56,26,.683,37.2,81.0,45.9,7.1,18.1,36.8,19.5,24.6,79.6,11.5,29.0,40.5,20.1,13.0,6.3,4.5,21.6,3.7
INDIANA PACERS,1996-97,1998-99,50,48.4,94.7,33,17,.660,34.6,77.3,44.8,5.9,16.0,36.8,19.5,24.6,79.6,11.5,29.0,40.5,20.1,14.2,7.9,4.5,22.7,6.1
MILWAUKEE BUCKS,2024-25,2024-25,15,48.3,111.3,6,9,.400,41.0,86.1,47.6,13.2,36.7,36.0,16.1,22.6,71.1,8.5,35.3,43.7,23.2,13.6,7.5,5.6,18.5,-0.9
MILWAUKEE BUCKS,2023-24,2024-25,15,48.3,111.3,6,9,.400,41.0,86.1,47.6,13.2,36.7,36.0,16.1,22.6,71.1,8.5,35.3,43.7,23.2,13.6,7.5,5.6,18.5,-0.9
MILWAUKEE BUCKS,2022-23,2023-24,82,48.3,119.0,49,33,.598,43.1,88.5,48.7,14.2,38.1,37.3,18.5,23.9,77.4,9.4,34.8,44.2,26.5,12.9,6.8,5.0,19.2,2.6
MILWAUKEE BUCKS,2021-22,2022-23,82,48.4,116.9,58,24,.707,42.7,90.4,47.3,14.8,40.3,36.8,16.6,22.4,74.3,11.1,37.5,48.6,25.8,14.6,6.4,4.9,18.0,3.6
MILWAUKEE BUCKS,2020-21,2021-22,82,48.2,115.5,51,31,.622,41.8,89.4,46.8,14.1,38.4,36.6,17.8,22.9,77.6,10.2,36.5,46.7,23.9,13.4,7.6,4.0,18.2,3.4
MILWAUKEE BUCKS,2019-20,2020-21,72,48.1,120.1,46,26,.639,44.7,91.8,48.7,14.4,37.1,38.9,16.2,21.4,76.0,10.3,37.8,48.1,25.5,13.8,8.1,4.6,17.3,5.9
MILWAUKEE BUCKS,2018-19,2020-21,72,48.1,120.1,46,26,.639,44.7,91.8,48.7,14.4,37.1,38.9,16.2,21.4,76.0,10.3,42.2,51.7,25.9,15.1,7.2,5.9,19.6,10.1
MILWAUKEE BUCKS,2017-18,2019-20,73,48.2,118.7,56,17,.767,43.3,90.9,47.6,13.8,38.9,35.5,18.3,24.7,74.2,9.5,42.2,51.7,25.9,15.1,7.5,5.9,19.6,8.9
MILWAUKEE BUCKS,2016-17,2016-17,82,48.2,103.6,42,40,.512,38.8,81.9,47.4,8.8,23.7,37.0,17.2,22.4,76.8,8.8,31.6,40.4,24.2,14.0,8.1,5.3,20.2,-0.2
MILWAUKEE BUCKS,2015-16,2016-17,82,48.2,103.6,42,40,.512,38.8,81.9,47.4,8.8,23.7,37.0,17.2,22.4,74.7,10.5,31.2,41.7,23.1,15.2,8.2,5.8,20.7,-4.2
MILWAUKEE BUCKS,2014-15,2015-16,82,48.4,99.0,33,49,.402,38.4,82.2,46.7,5.4,15.6,34.5,17.0,22.7,74.7,10.5,31.2,41.7,23.1,15.2,8.2,5.8,20.7,-4.2
MILWAUKEE BUCKS,2013-14,2014-15,82,48.6,97.8,41,41,.500,37.6,82.0,45.9,6.6,18.3,36.3,16.0,21.1,75.7,10.7,31.4,42.1,23.6,16.7,9.6,4.9,22.1,0.4
MILWAUKEE BUCKS,2012-13,2012-13,82,48.4,98.9,38,44,.463,38.1,87.8,43.5,7.3,20.4,36.0,15.3,20.7,73.6,13.0,30.9,44.0,22.9,14.1,8.4,6.7,19.0,-1.5
MILWAUKEE BUCKS,2011-12,2012-13,82,48.4,98.9,38,44,.463,38.1,87.8,43.5,7.3,20.4,36.0,15.3,20.7,73.6,13.0,30.9,44.0,23.5,14.1,8.3,5.1,19.3,0.3
MILWAUKEE BUCKS,2010-11,2011-12,66,48.1,99.0,31,35,.470,37.9,85.6,44.3,6.6,19.2,34.5,16.6,21.4,77.4,12.4,30.0,42.5,23.5,14.1,8.3,5.1,19.3,0.3
MILWAUKEE BUCKS,2009-10,2010-11,82,48.4,91.9,35,47,.427,34.3,79.8,43.0,5.9,17.2,34.2,17.4,22.9,75.7,10.5,30.2,40.8,18.8,13.5,7.5,4.9,20.5,-0.8
MILWAUKEE BUCKS,2008-09,2009-10,82,48.7,97.7,46,36,.561,37.2,85.3,43.6,7.9,22.1,35.6,15.4,20.4,75.5,11.8,31.2,43.0,21.2,13.2,7.1,4.7,22.2,1.7
MILWAUKEE BUCKS,2007-08,2008-09,82,48.2,99.3,34,48,.415,36.7,82.4,44.5,6.2,17.2,36.3,19.7,25.2,78.0,11.9,28.9,40.7,22.0,14.1,7.4,3.8,24.2,-1.1
MILWAUKEE BUCKS,2006-07,2007-08,82,48.4,97.0,26,56,.317,36.9,82.3,44.9,5.5,16.0,34.4,17.7,24.1,73.3,12.9,28.8,41.7,21.5,14.8,6.6,4.4,21.3,-6.9
MILWAUKEE BUCKS,2005-06,2006-07,82,48.4,99.7,28,54,.341,38.1,81.9,46.5,6.4,18.0,35.6,17.1,23.4,73.3,11.5,27.7,39.2,21.6,15.1,7.3,3.3,23.2,-1.0
MILWAUKEE BUCKS,2004-05,2005-06,82,48.4,97.8,40,42,.488,36.3,80.1,45.3,6.2,16.3,38.0,19.0,25.8,73.8,11.3,29.9,41.2,21.6,14.6,7.3,3.3,23.2,-1.0
MILWAUKEE BUCKS,2003-04,2004-05,82,48.2,97.2,30,52,.366,36.1,80.2,45.0,4.0,11.3,35.1,21.0,27.2,77.2,12.0,29.3,41.3,21.0,13.8,6.5,3.5,21.9,-3.0
MILWAUKEE BUCKS,2002-03,2003-04,82,48.2,98.0,41,41,.500,36.2,81.1,44.7,4.9,14.0,35.0,20.7,26.7,77.5,11.7,30.5,42.2,22.8,13.5,6.8,4.7,20.3,1.1
MILWAUKEE BUCKS,2001-02,2002-03,82,48.5,99.5,42,40,.512,37.1,81.3,45.7,7.1,18.6,38.3,18.1,23.3,77.6,10.7,28.9,39.5,22.2,12.7,7.6,4.2,22.2,0.2
MILWAUKEE BUCKS,2000-01,2001-02,82,48.5,97.5,41,41,.500,37.1,80.2,46.2,7.2,19.3,37.5,16.1,21.5,74.8,10.3,31.2,41.4,22.5,14.1,7.3,4.7,21.8,-0.2
MILWAUKEE BUCKS,1999-00,2000-01,82,48.2,100.7,52,30,.634,38.0,82.9,45.8,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,15.0,8.2,4.6,24.6,0.2
MILWAUKEE BUCKS,1998-99,1999-00,82,48.4,101.2,42,40,.512,38.7,83.3,46.5,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,15.0,8.2,4.6,24.6,0.2
MILWAUKEE BUCKS,1997-98,1997-98,82,48.6,94.5,36,46,.439,35.6,78.0,45.6,3.0,8.6,35.4,20.3,26.4,76.7,12.6,27.3,39.9,20.1,16.9,8.9,4.4,23.4,-1.9
MILWAUKEE BUCKS,1996-97,1998-99,50,48.2,91.7,28,22,.560,35.1,76.4,45.9,4.6,12.4,37.3,16.9,23.1,73.3,11.4,27.4,38.8,20.6,14.4,8.8,4.0,22.8,1.7
ATLANTA HAWKS,2024-25,2024-25,16,48.0,114.9,7,9,.438,41.6,90.8,45.8,12.5,36.3,34.5,19.3,25.1,77.1,12.4,32.4,44.8,28.9,16.4,10.2,5.6,19.2,-4.6
ATLANTA HAWKS,2023-24,2024-25,16,48.0,114.9,7,9,.438,41.6,90.8,45.8,12.5,36.3,34.5,19.3,25.1,77.1,12.4,32.4,44.8,28.9,16.4,10.2,5.6,19.2,-4.6
ATLANTA HAWKS,2022-23,2023-24,82,48.4,118.3,36,46,.439,43.0,92.5,46.5,10.8,30.5,35.2,18.5,22.6,81.8,11.2,33.2,44.4,25.0,12.9,7.1,4.9,18.8,0.3
ATLANTA HAWKS,2021-22,2021-22,82,48.1,113.9,43,39,.524,41.5,88.3,47.0,12.9,34.4,37.4,18.1,22.3,81.2,10.0,33.9,44.0,24.6,11.9,7.2,4.2,18.7,1.6
ATLANTA HAWKS,2020-21,2021-22,82,48.1,113.9,43,39,.524,41.5,88.3,47.0,12.9,34.4,37.4,18.1,22.3,81.2,10.0,33.9,44.0,24.6,11.9,7.2,4.2,18.7,1.6
ATLANTA HAWKS,2019-20,2020-21,72,48.3,113.7,41,31,.569,40.8,87.2,46.8,12.4,33.4,37.3,19.7,24.2,81.2,10.6,35.1,45.6,24.1,13.2,7.0,4.8,19.3,2.3
ATLANTA HAWKS,2018-19,2019-20,67,48.6,111.8,20,47,.299,40.6,90.6,44.9,12.0,36.1,33.3,18.5,23.4,79.0,9.9,33.4,43.3,24.0,16.2,7.8,5.1,23.1,-8.0
ATLANTA HAWKS,2017-18,2018-19,82,48.4,113.3,29,53,.354,41.4,91.8,45.1,13.0,37.0,35.2,17.6,23.4,78.5,9.1,32.8,41.9,23.7,15.5,7.8,4.2,19.6,-5.5
ATLANTA HAWKS,2016-17,2017-18,82,48.1,103.4,24,58,.293,38.2,85.5,44.6,11.2,31.0,36.0,15.8,20.2,78.5,9.1,32.8,41.9,23.7,15.5,7.8,4.2,19.6,-5.5
ATLANTA HAWKS,2015-16,2016-17,82,48.5,103.2,43,39,.524,38.1,84.4,45.1,8.9,26.1,34.1,18.1,24.9,72.8,8.3,33.8,42.1,25.6,15.0,9.1,5.9,19.1,3.6
ATLANTA HAWKS,2014-15,2015-16,82,48.4,102.8,48,34,.585,38.6,84.4,45.8,9.9,28.4,35.0,15.6,20.0,78.3,8.3,33.8,42.1,25.6,15.0,9.1,5.9,19.1,5.4
ATLANTA HAWKS,2013-14,2013-14,82,48.4,101.0,38,44,.463,37.3,81.6,45.8,9.4,25.8,36.3,17.0,21.7,78.1,8.7,31.3,40.0,24.9,15.3,8.3,4.0,19.2,-0.5
ATLANTA HAWKS,2012-13,2013-14,82,48.4,101.0,38,44,.463,37.3,81.6,45.8,9.4,25.8,36.3,17.0,21.7,78.1,8.7,31.3,40.0,24.9,15.3,8.3,4.0,19.2,-0.5
ATLANTA HAWKS,2011-12,2011-12,66,49.0,96.6,40,26,.606,36.8,81.0,45.4,7.5,20.2,37.0,15.5,21.0,74.0,9.9,31.3,41.2,22.4,14.0,8.1,4.6,17.8,3.4
ATLANTA HAWKS,2010-11,2011-12,66,49.0,96.6,40,26,.606,36.8,81.0,45.4,7.5,20.2,37.0,15.5,21.0,74.0,9.9,31.3,41.2,22.4,14.0,8.1,4.6,17.8,3.4
ATLANTA HAWKS,2009-10,2010-11,82,48.1,95.0,44,38,.537,36.2,78.4,46.2,6.1,17.4,35.2,16.4,21.1,77.9,9.3,30.0,39.3,22.0,13.6,6.1,4.2,19.0,-0.8
ATLANTA HAWKS,2008-09,2009-10,82,48.4,101.7,53,29,.646,38.8,82.9,46.8,6.4,17.7,36.0,17.7,23.3,75.9,11.8,29.9,41.7,21.8,12.0,7.2,5.0,19.9,1.6
ATLANTA HAWKS,2007-08,2008-09,82,48.1,98.1,47,35,.573,36.0,78.7,45.8,7.3,19.9,36.6,18.7,25.4,73.7,10.6,29.4,40.0,20.2,12.8,7.4,4.6,19.6,1.6
ATLANTA HAWKS,2006-07,2007-08,82,48.4,98.2,37,45,.451,36.3,79.9,45.4,4.7,13.1,35.6,21.0,27.2,77.2,12.3,29.9,42.2,22.0,14.9,7.3,5.5,20.4,-1.8
ATLANTA HAWKS,2005-06,2006-07,82,48.5,93.7,30,52,.366,34.5,77.7,44.4,4.2,12.7,32.9,20.5,26.9,76.1,11.9,28.2,40.1,19.2,15.9,7.4,5.4,24.0,-4.8
ATLANTA HAWKS,2004-05,2005-06,82,48.5,97.2,26,56,.317,35.9,79.2,45.4,5.2,14.1,36.7,20.2,26.9,75.0,13.4,28.5,41.9,19.7,16.1,7.7,4.2,24.5,-9.7
ATLANTA HAWKS,2003-04,2004-05,82,48.4,92.7,13,69,.159,35.9,81.4,44.1,3.7,11.9,31.2,17.3,24.3,71.1,12.1,30.6,42.7,20.1,16.5,7.6,5.0,22.3,-4.6
ATLANTA HAWKS,2002-03,2003-04,82,48.5,92.8,28,54,.341,34.5,79.6,43.3,5.1,15.2,33.5,18.7,24.1,77.6,12.1,30.6,42.7,20.1,16.5,7.6,5.0,22.3,-4.6
ATLANTA HAWKS,2001-02,2002-03,82,48.5,94.1,35,47,.427,34.9,78.5,44.4,4.9,13.9,35.2,19.4,24.5,79.3,11.4,31.2,42.6,20.5,16.7,7.5,5.8,21.7,-3.6
ATLANTA HAWKS,2000-01,2000-01,82,48.1,91.0,25,57,.305,35.1,81.3,43.1,4.1,11.4,35.7,16.8,22.1,75.9,12.5,30.4,42.9,19.0,16.7,7.7,4.7,22.7,-5.2
ATLANTA HAWKS,1999-00,2000-01,82,48.1,91.0,25,57,.305,35.1,81.3,43.1,4.1,11.4,35.7,16.8,22.1,75.9,12.5,30.4,42.9,19.0,16.7,7.7,4.7,22.7,-5.2
ATLANTA HAWKS,1998-99,1998-99,50,48.3,86.3,31,19,.620,30.8,75.2,40.9,3.9,12.9,30.6,20.8,28.4,73.1,13.5,30.0,43.5,15.6,14.9,6.9,5.2,19.7,2.9
ATLANTA HAWKS,1997-98,1998-99,50,48.3,86.3,31,19,.620,30.8,75.2,40.9,3.9,12.9,30.6,20.8,28.4,73.1,13.5,30.0,43.5,15.6,14.9,6.9,5.2,20.4,3.5
ATLANTA HAWKS,1996-97,1996-97,82,48.3,94.8,56,26,.683,34.3,76.9,44.6,8.0,22.4,36.0,18.2,23.8,76.3,12.5,28.7,41.1,19.0,15.0,8.5,5.2,19.4,5.4
CHARLOTTE HORNETS,2024-25,2024-25,14,48.4,109.1,5,9,.357,39.1,90.8,43.1,16.3,44.6,36.5,14.6,18.4,79.4,12.9,33.1,46.1,23.5,16.2,7.6,5.1,21.5,-4.9
CHARLOTTE HORNETS,2023-24,2024-25,14,48.4,109.1,5,9,.357,39.1,90.8,43.1,16.3,44.6,36.5,14.6,18.4,79.4,12.9,33.1,46.1,23.5,16.2,7.6,5.1,21.5,-4.9
CHARLOTTE HORNETS,2022-23,2023-24,82,48.1,106.6,21,61,.256,40.0,87.0,46.0,12.1,34.0,35.5,14.5,18.4,78.6,9.3,31.0,40.3,24.8,13.8,6.9,4.5,18.0,-10.2
CHARLOTTE HORNETS,2021-22,2022-23,82,48.4,111.0,27,55,.329,41.3,90.4,45.7,10.7,32.5,33.0,17.6,23.6,74.9,11.0,33.5,44.5,25.1,14.2,7.7,5.2,20.3,-6.2
CHARLOTTE HORNETS,2020-21,2021-22,82,48.5,115.3,43,39,.524,42.8,91.4,46.8,13.9,38.2,36.5,15.8,21.4,74.0,10.8,33.7,44.6,28.1,13.3,8.6,4.9,19.9,0.4
CHARLOTTE HORNETS,2019-20,2020-21,72,48.2,109.5,33,39,.458,39.9,87.8,45.5,13.7,37.0,36.9,15.9,20.9,76.1,10.6,33.2,42.8,23.8,14.6,6.6,4.1,18.8,-6.8
CHARLOTTE HORNETS,2018-19,2019-20,65,48.5,102.9,23,42,.354,37.3,85.9,43.4,12.1,34.3,35.2,16.2,21.6,74.8,11.0,31.8,42.8,23.8,14.6,6.6,4.1,18.8,-6.8
CHARLOTTE HORNETS,2017-18,2018-19,82,48.4,110.7,39,43,.476,40.2,89.8,44.8,11.9,33.9,36.9,20.2,27.0,74.7,10.1,35.4,45.5,21.6,12.7,6.8,4.5,17.2,0.3
CHARLOTTE HORNETS,2016-17,2017-18,82,48.2,108.2,36,46,.439,39.0,86.7,45.0,10.0,27.2,36.9,20.2,27.0,74.7,10.1,35.4,45.5,21.6,12.7,6.8,4.5,17.2,0.2
CHARLOTTE HORNETS,2015-16,2016-17,82,48.4,104.9,36,46,.439,37.7,85.4,44.2,10.0,28.6,35.1,19.4,23.8,81.5,8.8,34.8,43.6,23.1,11.5,7.0,4.8,16.6,0.2
CHARLOTTE HORNETS,2014-15,2015-16,82,48.4,103.4,48,34,.585,37.0,84.4,43.9,10.6,29.4,36.2,18.7,23.7,74.8,10.0,34.1,44.1,20.2,11.9,6.1,5.5,18.2,-3.2
CHARLOTTE HORNETS,2013-14,2014-15,82,48.5,94.2,33,49,.402,35.5,84.5,42.0,6.1,19.1,31.8,17.0,22.8,74.8,10.0,34.1,44.1,20.2,11.9,6.1,5.5,18.2,-3.2
CHARLOTTE HORNETS,2012-13,2013-14,82,48.5,96.9,43,39,.524,36.3,82.1,44.2,6.3,17.9,35.1,18.0,24.4,73.7,9.5,33.2,42.7,21.7,12.3,6.1,5.8,19.0,-9.2
CHARLOTTE HORNETS,2011-12,2012-13,82,48.3,93.4,21,61,.256,34.4,81.1,42.5,5.7,17.1,33.5,18.9,25.1,75.0,11.2,29.1,40.3,19.4,14.1,7.2,5.8,19.0,-9.2
CHARLOTTE HORNETS,2010-11,2011-12,66,48.2,87.0,7,59,.106,33.2,80.2,41.4,4.0,13.5,29.5,16.5,22.2,74.6,10.3,28.7,39.0,20.1,14.5,6.0,5.5,18.9,-13.9
CHARLOTTE HORNETS,2009-10,2010-11,82,48.3,93.3,34,48,.415,35.0,77.6,45.1,4.8,14.7,32.7,18.4,24.4,75.6,10.3,29.8,40.1,21.1,14.5,6.4,5.3,20.0,-4.0
CHARLOTTE HORNETS,2008-09,2009-10,82,48.5,95.3,44,38,.537,34.9,76.9,45.3,5.6,16.2,36.6,17.7,24.0,74.0,10.8,28.9,39.7,21.2,15.6,7.1,4.8,21.4,-1.3
CHARLOTTE HORNETS,2007-08,2008-09,82,48.6,93.6,35,47,.427,35.0,76.8,45.5,6.0,17.6,36.7,18.4,25.8,71.4,10.9,29.8,40.6,21.3,14.7,7.5,4.9,21.7,-4.4
CHARLOTTE HORNETS,2006-07,2007-08,82,48.5,97.1,32,50,.390,36.1,79.9,45.2,6.5,17.6,36.7,18.4,25.8,71.4,10.9,29.8,40.6,21.3,14.7,7.5,4.9,21.7,-4.4
CHARLOTTE HORNETS,2005-06,2006-07,82,48.8,96.9,33,49,.402,36.1,81.0,44.6,5.6,15.6,35.7,19.1,26.0,73.4,11.2,28.6,39.8,22.4,14.9,10.0,4.3,23.9,-4.0
CHARLOTTE HORNETS,2004-05,2005-06,82,48.5,96.9,26,56,.317,36.1,83.5,43.3,5.2,15.4,33.9,19.4,26.7,72.9,12.1,27.7,39.8,20.9,14.2,10.0,4.3,23.9,-4.0
CHARLOTTE HORNETS,2003-04,2004-05,82,48.5,94.3,18,64,.220,36.1,83.6,43.2,3.9,10.7,36.3,18.1,25.6,70.9,13.2,28.5,41.7,21.9,14.5,8.5,5.4,23.1,-6.0
CHARLOTTE HORNETS,2001-02,2001-02,82,48.2,93.9,44,38,.537,35.3,80.2,44.0,4.2,12.1,34.8,19.1,25.7,74.5,12.9,30.5,43.5,21.5,14.0,8.0,5.6,21.3,1.0
CHARLOTTE HORNETS,2000-01,2001-02,82,48.2,93.9,44,38,.537,35.3,80.2,44.0,4.2,12.1,34.8,19.1,25.7,74.5,12.9,30.5,43.5,21.5,14.0,8.0,5.6,21.3,1.0
CHARLOTTE HORNETS,1999-00,2000-01,82,48.5,91.9,46,36,.561,34.1,79.3,43.1,4.1,12.0,34.6,19.5,26.2,74.5,12.6,31.8,44.4,23.2,14.4,8.1,5.5,21.4,2.1
CHARLOTTE HORNETS,1998-99,1999-00,82,48.2,98.4,49,33,.598,35.8,79.7,44.9,4.1,12.2,33.9,22.7,30.0,75.8,10.8,32.1,42.9,24.7,14.7,8.9,5.9,20.4,2.7
CHARLOTTE HORNETS,1997-98,1998-99,82,48.2,96.6,51,31,.622,36.2,77.4,46.8,4.2,11.0,38.3,20.0,26.7,75.1,12.0,28.5,40.6,23.7,15.2,8.4,3.8,21.4,2.0
CHARLOTTE HORNETS,1996-97,1997-98,82,48.2,96.6,51,31,.622,36.2,77.3,47.1,7.2,16.9,42.8,18.8,24.2,77.7,11.1,28.0,39.1,24.6,14.7,7.3,4.3,20.8,1.9
MIAMI HEAT,2024-25,2024-25,13,48.4,110.9,6,7,.462,39.3,88.6,44.4,15.0,39.2,38.2,17.3,22.2,77.9,10.5,32.4,42.8,25.2,12.8,9.9,3.8,16.7,0.8
MIAMI HEAT,2023-24,2024-25,13,48.4,110.9,6,7,.462,39.3,88.6,44.4,15.0,39.2,38.2,17.3,22.2,77.9,10.5,32.4,42.8,25.2,12.8,9.9,3.8,16.7,0.8
MIAMI HEAT,2022-23,2023-24,82,48.2,110.1,46,36,.561,39.8,85.6,46.5,12.5,33.7,37.0,18.0,22.0,81.8,9.3,33.0,42.3,25.8,12.7,7.5,3.4,17.3,1.8
MIAMI HEAT,2021-22,2022-23,82,48.3,109.5,44,38,.537,39.2,85.3,46.0,13.6,35.8,37.9,17.3,21.4,80.8,9.8,33.9,43.7,25.5,14.6,7.4,3.2,20.5,4.5
MIAMI HEAT,2020-21,2020-21,72,48.3,108.1,40,32,.556,39.2,83.7,46.8,12.9,36.2,35.8,16.7,21.1,79.0,8.0,33.5,41.5,26.3,14.1,7.9,4.0,18.9,0.0
MIAMI HEAT,2019-20,2020-21,72,48.3,108.1,40,32,.556,39.2,83.7,46.8,12.9,36.2,35.8,16.7,21.1,79.0,8.0,33.5,41.5,26.3,14.1,7.9,4.0,18.9,0.0
MIAMI HEAT,2018-19,2019-20,73,48.6,112.0,44,29,.603,39.5,84.4,46.8,13.4,35.4,37.9,19.7,25.2,78.3,8.5,35.9,44.4,25.9,14.9,7.5,4.5,20.6,2.9
MIAMI HEAT,2017-18,2018-19,82,48.1,105.7,39,43,.476,39.6,88.0,45.0,11.3,32.4,34.9,15.1,21.7,69.5,11.2,35.1,46.3,24.3,14.7,7.6,5.5,20.9,-0.2
MIAMI HEAT,2016-17,2017-18,82,48.6,103.4,44,38,.537,38.8,85.3,45.5,11.0,30.6,36.0,14.7,19.5,75.5,9.3,34.2,43.5,22.7,14.4,7.6,5.3,20.1,0.5
MIAMI HEAT,2015-16,2015-16,82,48.4,100.0,48,34,.585,38.4,81.7,47.0,6.1,18.0,33.6,17.1,23.0,74.4,9.8,34.3,44.1,20.8,14.1,6.7,6.5,18.3,1.6
MIAMI HEAT,2014-15,2015-16,82,48.4,100.0,48,34,.585,38.4,81.7,47.0,6.1,18.0,33.6,17.1,23.0,74.4,9.8,34.3,44.1,20.8,14.1,6.7,6.5,18.3,1.6
MIAMI HEAT,2013-14,2014-15,82,48.1,94.7,37,45,.451,35.2,77.2,45.6,6.8,20.2,33.5,17.5,23.7,74.1,9.1,30.0,39.1,19.8,14.8,7.8,4.5,20.0,-2.6
MIAMI HEAT,2012-13,2013-14,82,48.5,102.2,54,28,.659,38.3,76.5,50.1,8.1,22.3,36.4,17.5,23.0,76.0,7.6,29.2,36.9,22.5,14.8,8.9,4.5,19.5,4.8
MIAMI HEAT,2011-12,2011-12,66,48.6,98.5,46,20,.697,37.1,79.0,46.9,5.6,15.6,35.9,18.8,24.2,77.5,10.4,31.2,41.6,20.0,15.2,8.9,5.4,19.4,6.0
MIAMI HEAT,2010-11,2011-12,66,48.6,98.5,46,20,.697,37.1,79.0,46.9,5.6,15.6,35.9,18.8,24.2,77.5,10.4,31.2,41.6,20.0,15.2,8.9,5.4,19.4,6.0
MIAMI HEAT,2009-10,2010-11,82,48.2,102.1,58,24,.707,37.0,76.8,48.1,6.7,18.0,37.0,21.5,27.9,76.9,9.6,32.5,42.1,20.0,13.9,6.6,5.2,20.4,7.5
MIAMI HEAT,2008-09,2008-09,82,48.7,98.3,43,39,.524,37.0,81.0,45.7,7.1,19.9,35.7,17.2,22.8,75.4,10.1,29.4,39.5,20.4,12.5,7.9,5.5,20.7,0.3
MIAMI HEAT,2007-08,2008-09,82,48.4,91.4,15,67,.183,34.2,77.3,44.3,6.0,16.7,35.8,16.9,23.2,72.7,9.1,28.6,37.6,20.0,14.7,7.2,4.3,20.4,-8.6
MIAMI HEAT,2006-07,2007-08,82,48.4,91.4,15,67,.183,34.2,77.3,44.3,6.0,16.7,35.8,16.9,23.2,72.7,9.1,28.6,37.6,20.0,14.7,7.2,4.3,20.4,-8.6
MIAMI HEAT,2005-06,2005-06,82,48.2,99.9,52,30,.634,37.1,77.5,47.8,6.1,17.6,34.5,19.7,28.2,70.0,10.5,32.6,43.1,20.6,14.5,6.4,5.4,22.8,3.9
MIAMI HEAT,2004-05,2004-05,82,48.7,101.5,59,23,.720,37.8,77.7,48.6,5.8,15.4,37.7,20.2,30.1,67.2,10.8,32.2,43.0,21.8,13.7,6.4,5.8,22.1,6.5
MIAMI HEAT,2003-04,2004-05,82,48.7,101.5,59,23,.720,37.8,77.7,48.6,5.8,15.4,37.7,20.2,30.1,67.2,10.8,32.2,43.0,21.8,13.7,6.4,5.8,22.1,6.5
MIAMI HEAT,2002-03,2004-05,82,48.7,101.5,59,23,.720,37.8,77.7,48.6,5.8,15.4,37.7,20.2,30.1,67.2,10.8,32.2,43.0,21.8,13.7,6.4,5.8,22.1,6.5
MIAMI HEAT,2001-02,2001-02,82,48.6,87.2,36,46,.439,34.2,77.8,43.9,3.8,11.0,34.7,15.1,20.8,72.4,11.0,31.0,42.0,20.3,14.8,6.7,5.5,22.5,-1.5
MIAMI HEAT,2000-01,2000-01,82,48.5,88.9,50,32,.610,32.9,76.3,43.0,5.8,16.9,34.5,17.4,22.9,75.9,9.9,29.7,39.6,19.9,13.7,7.7,3.7,21.0,2.3
MIAMI HEAT,1999-00,2000-01,82,48.5,88.9,50,32,.610,32.9,76.3,43.0,5.8,16.9,34.5,17.4,22.9,75.9,9.9,29.7,39.6,19.9,13.7,7.7,3.7,21.0,2.3
MIAMI HEAT,1998-99,1999-00,82,48.4,94.4,52,30,.634,36.3,78.8,46.0,5.4,14.7,37.1,16.4,22.3,73.6,11.2,31.9,43.2,23.5,15.0,7.1,6.4,23.7,3.1
MIAMI HEAT,1997-98,1998-99,50,48.1,89.0,33,17,.660,32.3,71.3,45.3,5.8,16.1,35.9,18.6,25.2,73.5,10.1,30.2,40.3,20.4,14.9,6.5,6.1,20.7,5.0
MIAMI HEAT,1996-97,1997-98,82,48.2,95.0,55,27,.671,34.8,77.2,45.0,6.7,18.8,35.5,18.8,25.4,73.9,12.5,29.5,42.0,21.4,15.0,8.1,5.2,24.2,4.9
ORLANDO MAGIC,2024-25,2024-25,16,48.0,106.0,9,7,.563,37.7,84.8,44.4,11.6,38.1,30.5,19.0,24.3,78.4,9.8,32.1,41.9,24.2,14.7,8.9,6.4,19.6,3.7
ORLANDO MAGIC,2023-24,2024-25,16,48.0,106.0,9,7,.563,37.7,84.8,44.4,11.6,38.1,30.5,19.0,24.3,78.4,9.8,32.1,41.9,24.2,14.7,8.9,6.4,19.6,3.7
ORLANDO MAGIC,2022-23,2024-25,16,48.0,106.0,9,7,.563,37.7,84.8,44.4,11.6,38.1,30.5,19.0,24.3,78.4,9.8,31.8,42.3,24.7,14.7,8.2,5.2,19.7,2.0
