Team Name,Year,Overall - ,GP - Games Played,MIN - Minutes Played,PTS - Points,W - Wins,L - Losses,W_PCT - Win Percentage,FGM - Field Goals Made,FGA - Field Goals Attempted,FG_PCT - Field Goal Percentage,FG3M - 3 Point Field Goals Made,FG3A - 3 Point Field Goals Attempted,FG3_PCT - 3 Point Field Goal Percentage,FTM - Free Throws Made,FTA - Free Throws Attempted,FT_PCT - Free Throw Percentage,OREB - Offensive Rebounds,DREB - Defensive Rebounds,REB - Rebounds,AST - Assists,TOV - Turnovers,STL - Steals,BLK - Blocks,PF - Personal Fouls,PLUS_MINUS - Plus-Minus
OKLAHOMA CITY THUNDER,2016-17,2017-18,82,48.4,107.9,48,34,.585,39.9,88.1,45.3,10.7,30.4,35.4,17.3,24.2,71.6,12.5,32.6,45.1,21.3,14.0,9.1,5.0,20.2,3.4
OKLAHOMA CITY THUNDER,2015-16,2016-17,82,48.3,106.6,47,35,.573,39.5,87.4,45.2,8.4,25.8,32.7,19.2,25.8,74.5,12.2,34.4,46.6,21.0,15.0,7.9,5.0,20.9,0.8
OKLAHOMA CITY THUNDER,2014-15,2015-16,82,48.4,110.2,55,27,.671,41.1,86.4,47.6,8.3,23.7,34.9,19.7,25.2,78.2,13.1,35.6,48.6,23.0,15.9,7.4,5.9,20.6,7.3
OKLAHOMA CITY THUNDER,2013-14,2014-15,82,48.4,104.0,45,37,.549,38.8,86.8,44.7,7.7,22.7,33.9,18.6,24.6,75.4,12.8,34.7,47.5,20.5,14.7,7.3,5.5,22.3,2.2
OKLAHOMA CITY THUNDER,2012-13,2013-14,82,48.3,106.2,59,23,.720,39.0,82.7,47.1,8.1,22.4,36.1,20.2,25.0,80.6,10.8,33.9,44.7,21.9,15.3,8.3,6.1,22.7,6.3
OKLAHOMA CITY THUNDER,2011-12,2012-13,82,48.4,105.7,60,22,.732,38.1,79.3,48.1,7.3,19.4,37.7,22.2,26.8,82.8,10.4,33.2,43.6,21.4,15.3,8.3,7.6,20.2,9.2
OKLAHOMA CITY THUNDER,2010-11,2011-12,66,48.5,103.1,47,19,.712,37.3,79.2,47.1,7.2,20.0,35.8,21.3,26.4,80.6,11.0,32.7,43.7,18.5,16.3,7.5,8.2,20.5,6.1
OKLAHOMA CITY THUNDER,2009-10,2010-11,82,48.8,104.8,55,27,.671,37.4,80.6,46.4,5.9,17.1,34.7,24.1,29.3,82.3,11.0,31.8,42.8,20.4,14.1,8.0,5.9,22.4,3.8
OKLAHOMA CITY THUNDER,2008-09,2009-10,82,48.3,101.5,50,32,.610,37.4,80.8,46.2,5.1,15.0,34.0,21.7,27.0,80.5,11.7,31.8,43.5,20.0,15.0,8.0,5.9,21.3,3.5
OKLAHOMA CITY THUNDER,2007-08,2008-09,82,48.3,97.0,23,59,.280,36.6,81.9,44.7,4.0,11.6,34.6,19.8,25.2,78.6,12.2,30.5,42.6,20.3,16.2,7.4,4.5,20.2,-6.1
OKLAHOMA CITY THUNDER,2006-07,2008-09,82,48.3,97.0,23,59,.280,36.6,81.9,44.7,4.0,11.6,34.6,19.8,25.2,78.6,12.2,30.5,42.6,20.3,16.2,7.4,4.5,20.2,-6.1
OKLAHOMA CITY THUNDER,2005-06,2006-07,82,48.4,99.1,31,51,.378,37.2,80.8,46.0,6.4,17.7,36.2,18.4,23.3,79.1,11.3,28.3,39.6,20.7,15.5,7.7,3.7,22.0,-2.9
OKLAHOMA CITY THUNDER,2004-05,2004-05,82,48.2,98.9,52,30,.634,35.1,79.2,44.4,8.1,22.2,36.5,20.5,26.0,79.0,12.7,28.2,40.9,18.1,13.6,6.7,4.1,23.7,2.3
OKLAHOMA CITY THUNDER,2003-04,2004-05,82,48.2,98.9,52,30,.634,35.1,79.2,44.4,8.1,22.2,36.5,20.5,26.0,79.0,12.7,28.2,40.9,18.1,13.6,6.7,4.1,23.7,2.3
OKLAHOMA CITY THUNDER,2002-03,2003-04,82,48.3,97.1,37,45,.451,35.8,80.4,44.6,8.8,23.6,37.3,16.6,21.7,76.5,11.1,28.3,39.3,21.7,14.5,8.1,4.7,21.8,-0.6
OKLAHOMA CITY THUNDER,2001-02,2001-02,82,48.4,97.7,45,37,.549,38.2,81.5,46.9,6.0,15.8,37.8,15.4,20.4,75.5,11.8,28.5,40.3,23.5,13.7,8.5,4.4,21.1,3.0
OKLAHOMA CITY THUNDER,2000-01,2001-02,82,48.4,97.7,45,37,.549,38.2,81.5,46.9,6.0,15.8,37.8,15.4,20.4,75.5,11.8,28.5,40.3,23.5,13.7,8.5,4.4,21.1,3.0
OKLAHOMA CITY THUNDER,1999-00,1999-00,82,48.2,99.1,45,37,.549,37.9,84.7,44.7,6.7,19.6,33.9,16.6,23.9,69.5,12.7,30.3,43.0,22.9,14.0,8.0,4.2,21.7,1.0
OKLAHOMA CITY THUNDER,1998-99,1999-00,82,48.2,99.1,45,37,.549,37.9,84.7,44.7,6.7,19.6,33.9,16.6,23.9,69.5,12.7,30.3,43.0,22.9,14.0,8.0,4.2,21.7,1.0
OKLAHOMA CITY THUNDER,1997-98,1998-99,50,48.4,94.9,25,25,.500,35.1,79.5,44.2,6.2,18.0,34.4,18.4,27.1,68.1,13.5,28.4,42.0,21.7,15.3,7.9,4.0,20.9,-1.1
OKLAHOMA CITY THUNDER,1996-97,1997-98,82,48.2,100.6,61,21,.744,37.2,78.8,47.3,7.6,19.2,39.5,18.5,25.7,72.1,11.4,27.1,38.5,24.2,14.0,9.8,4.6,22.1,7.2
PORTLAND TRAIL BLAZERS,2024-25,2024-25,15,48.0,106.8,6,9,.400,39.0,89.7,43.5,11.1,33.3,33.4,17.7,23.1,76.4,13.5,30.5,44.0,21.5,17.4,9.4,6.3,19.3,-7.1
PORTLAND TRAIL BLAZERS,2023-24,2024-25,15,48.0,106.8,6,9,.400,39.0,89.7,43.5,11.1,33.3,33.4,17.7,23.1,76.4,13.5,30.5,44.0,21.5,17.4,9.4,6.3,19.3,-7.1
PORTLAND TRAIL BLAZERS,2022-23,2023-24,82,48.5,106.4,21,61,.256,39.4,89.7,43.9,11.5,33.2,34.5,16.2,20.5,79.1,12.6,30.1,42.7,23.1,15.2,7.6,4.3,20.2,-9.0
PORTLAND TRAIL BLAZERS,2021-22,2022-23,82,48.1,113.4,33,49,.402,40.5,85.4,47.4,12.9,35.3,36.5,19.6,24.6,79.6,9.4,31.1,40.5,24.2,14.5,6.7,4.6,20.0,-4.0
PORTLAND TRAIL BLAZERS,2020-21,2020-21,72,48.1,116.1,42,30,.583,41.3,91.1,45.3,15.7,40.8,38.5,17.8,21.6,82.3,10.6,33.9,44.5,21.3,11.1,6.9,5.0,18.9,1.8
PORTLAND TRAIL BLAZERS,2019-20,2020-21,72,48.1,116.1,42,30,.583,41.3,91.1,45.3,15.7,40.8,38.5,17.8,21.6,82.3,10.6,33.9,44.5,21.3,11.1,6.9,5.0,18.9,1.8
PORTLAND TRAIL BLAZERS,2018-19,2019-20,74,48.2,115.0,35,39,.473,42.2,91.2,46.3,12.9,34.1,37.7,17.7,22.1,80.4,10.2,35.1,45.3,20.6,12.8,6.3,6.1,21.7,-1.1
PORTLAND TRAIL BLAZERS,2017-18,2018-19,82,48.4,114.7,53,29,.646,42.3,90.6,46.7,11.0,30.7,35.9,19.0,23.3,81.4,11.8,36.2,48.0,23.0,13.8,6.7,5.0,20.4,4.2
PORTLAND TRAIL BLAZERS,2016-17,2017-18,82,48.2,105.6,49,33,.598,39.3,87.0,45.2,10.3,28.1,36.6,16.7,20.9,80.0,10.2,35.3,45.5,19.5,13.5,7.0,5.2,19.5,2.6
PORTLAND TRAIL BLAZERS,2015-16,2016-17,82,48.6,107.9,41,41,.500,39.5,86.1,45.9,10.4,27.7,37.5,18.5,23.7,78.0,10.1,33.5,43.7,21.1,13.7,7.0,5.0,21.2,-0.5
PORTLAND TRAIL BLAZERS,2014-15,2014-15,82,48.4,102.8,51,31,.622,38.7,86.0,45.0,9.8,27.2,36.2,15.5,19.4,80.1,10.7,35.1,45.9,21.9,13.6,6.4,4.5,18.2,4.2
PORTLAND TRAIL BLAZERS,2013-14,2013-14,82,48.4,106.7,54,28,.659,39.1,87.0,45.0,9.4,25.3,37.2,19.1,23.5,81.5,12.5,34.0,46.4,23.2,13.7,5.5,4.7,19.2,4.0
PORTLAND TRAIL BLAZERS,2012-13,2013-14,82,48.4,106.7,54,28,.659,39.1,87.0,45.0,9.4,25.3,37.2,19.1,23.5,81.5,12.5,34.0,46.4,23.2,13.7,5.5,4.7,19.2,4.0
PORTLAND TRAIL BLAZERS,2011-12,2012-13,82,48.4,97.5,33,49,.402,36.7,81.9,44.8,8.2,23.2,35.3,15.9,20.5,77.6,10.7,30.2,40.8,21.8,14.7,6.6,4.3,18.5,-3.2
PORTLAND TRAIL BLAZERS,2010-11,2011-12,66,48.3,96.3,48,34,.585,36.0,80.5,44.7,6.3,18.3,34.5,18.0,22.4,80.4,12.1,27.2,39.3,21.2,13.0,8.0,4.4,19.3,1.5
PORTLAND TRAIL BLAZERS,2009-10,2009-10,82,48.4,98.1,50,32,.610,36.3,78.7,46.1,6.0,16.9,35.4,19.6,24.8,79.0,11.1,29.1,40.2,20.4,12.3,6.4,4.3,20.9,3.3
PORTLAND TRAIL BLAZERS,2008-09,2009-10,82,48.4,98.1,50,32,.610,36.3,78.7,46.1,6.0,16.9,35.4,19.6,24.8,79.0,11.1,29.1,40.2,20.4,12.3,6.4,4.3,20.9,3.3
PORTLAND TRAIL BLAZERS,2007-08,2008-09,82,48.4,99.4,54,28,.659,36.8,79.2,46.5,7.3,19.0,38.3,18.5,24.2,76.5,12.9,28.8,41.7,20.3,12.9,6.7,4.9,20.4,5.3
PORTLAND TRAIL BLAZERS,2006-07,2007-08,82,48.5,95.4,41,41,.500,35.8,79.8,44.8,6.6,17.4,37.7,17.2,22.5,76.7,11.0,29.7,40.7,21.1,12.9,5.5,4.4,20.0,-1.0
PORTLAND TRAIL BLAZERS,2005-06,2006-07,82,48.7,94.1,32,50,.390,35.0,78.0,45.0,5.2,15.0,34.6,18.8,24.5,76.9,11.3,28.0,39.3,18.5,15.1,6.8,4.6,23.5,-4.3
PORTLAND TRAIL BLAZERS,2004-05,2005-06,82,48.1,88.8,21,61,.256,34.0,76.4,44.5,4.4,12.7,34.9,16.3,23.7,68.9,10.8,26.9,37.7,18.2,14.7,6.5,5.3,22.3,-9.5
PORTLAND TRAIL BLAZERS,2003-04,2004-05,82,48.1,92.9,27,55,.329,35.3,78.3,45.1,5.1,14.2,36.2,17.2,23.7,72.5,11.8,29.3,41.1,21.0,16.0,7.1,6.6,20.8,-4.0
PORTLAND TRAIL BLAZERS,2002-03,2003-04,82,48.7,90.7,41,41,.500,35.3,78.9,44.8,4.6,13.4,34.6,15.4,21.1,73.1,12.7,29.0,41.7,21.6,14.8,7.5,5.4,19.0,-1.3
PORTLAND TRAIL BLAZERS,2001-02,2002-03,82,48.4,95.2,50,32,.610,36.4,79.2,46.0,4.6,14.0,33.0,17.7,23.7,74.5,12.1,29.0,41.1,22.7,15.2,8.8,3.9,19.9,2.6
PORTLAND TRAIL BLAZERS,2000-01,2001-02,82,48.4,96.6,49,33,.598,36.6,81.4,45.0,5.7,16.1,35.4,17.7,23.2,76.3,13.2,29.8,43.0,23.5,14.3,8.6,4.5,19.7,3.0
PORTLAND TRAIL BLAZERS,1999-00,2000-01,82,48.2,95.4,50,32,.610,36.6,78.3,46.8,4.5,12.9,34.9,17.6,23.2,76.2,11.7,30.3,42.0,23.9,15.3,8.2,5.1,21.3,4.2
PORTLAND TRAIL BLAZERS,1998-99,1998-99,50,48.7,94.8,35,15,.700,34.9,79.1,44.2,4.9,13.5,36.4,20.0,27.0,74.3,12.9,31.4,44.3,21.5,15.4,8.2,5.8,22.5,6.4
PORTLAND TRAIL BLAZERS,1997-98,1998-99,50,48.7,94.8,35,15,.700,34.9,79.1,44.2,4.9,13.5,36.4,20.0,27.0,74.3,12.9,31.4,44.3,21.5,15.4,8.2,5.8,22.5,6.4
PORTLAND TRAIL BLAZERS,1996-97,1997-98,82,48.4,94.3,46,36,.561,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,22.7,1.4
UTAH JAZZ,2024-25,2024-25,14,48.0,108.0,3,11,.214,37.9,84.7,44.7,12.1,36.4,33.4,20.1,25.4,79.2,11.9,31.4,43.3,24.1,18.4,7.7,4.4,18.6,-10.9
UTAH JAZZ,2023-24,2023-24,82,48.3,115.7,31,51,.378,42.0,89.9,46.7,12.9,36.5,35.4,18.8,22.6,83.0,12.2,33.2,45.5,27.2,15.7,6.5,5.6,18.6,-4.9
UTAH JAZZ,2022-23,2023-24,82,48.3,115.7,31,51,.378,42.0,89.9,46.7,12.9,36.5,35.4,18.8,22.6,83.0,12.2,33.2,45.5,27.2,15.7,6.5,5.6,18.6,-4.9
UTAH JAZZ,2021-22,2022-23,82,48.3,117.1,37,45,.451,42.5,89.8,47.3,13.3,37.8,35.3,18.7,23.8,78.6,11.8,34.1,45.9,26.0,15.4,6.1,5.2,20.5,-0.9
UTAH JAZZ,2020-21,2021-22,82,48.1,113.6,49,33,.598,40.6,86.2,47.1,14.5,40.3,36.0,17.9,23.4,76.7,10.8,35.6,46.3,22.4,14.0,7.2,4.9,18.9,6.0
UTAH JAZZ,2019-20,2020-21,72,48.2,116.4,52,20,.722,41.3,88.1,46.8,16.7,43.0,38.9,17.2,21.5,79.9,10.6,37.6,48.3,23.7,14.2,6.6,5.2,18.5,9.3
UTAH JAZZ,2018-19,2019-20,72,48.2,111.3,44,28,.611,40.1,85.1,47.1,13.4,35.2,38.0,17.8,22.8,77.9,9.1,35.8,44.9,22.4,15.1,6.1,4.1,20.4,2.5
UTAH JAZZ,2017-18,2018-19,82,48.2,111.7,50,32,.610,40.4,86.4,46.8,12.1,34.0,35.6,18.8,25.5,73.6,10.0,36.4,46.4,26.0,15.1,8.1,5.9,21.1,5.3
UTAH JAZZ,2016-17,2017-18,82,48.2,104.1,48,34,.585,38.3,82.9,46.2,10.8,29.6,36.6,16.8,21.5,77.9,9.0,34.2,43.3,22.4,14.7,8.6,5.1,19.6,4.3
UTAH JAZZ,2015-16,2016-17,82,48.2,100.7,51,31,.622,37.0,79.5,46.6,9.6,26.0,37.2,17.1,22.9,74.7,9.4,33.8,43.2,20.1,13.6,6.7,5.0,18.8,3.9
UTAH JAZZ,2014-15,2015-16,82,48.7,97.7,40,42,.488,36.1,80.4,44.9,8.5,23.9,35.5,17.1,23.0,74.4,10.7,32.5,43.2,19.0,14.9,7.7,5.2,20.2,1.8
UTAH JAZZ,2013-14,2014-15,82,48.1,95.1,38,44,.463,35.4,79.2,44.7,7.4,21.7,34.3,17.0,23.5,72.1,12.0,31.9,44.0,19.9,15.3,7.6,6.0,19.3,0.2
UTAH JAZZ,2012-13,2013-14,82,48.2,95.0,25,57,.305,36.0,81.1,44.4,6.6,19.2,34.4,16.4,22.0,74.7,11.0,30.2,41.2,20.3,14.6,7.0,4.5,20.7,-7.2
UTAH JAZZ,2011-12,2012-13,82,48.5,98.0,43,39,.524,37.1,81.8,45.4,6.2,16.9,36.6,17.5,23.0,76.4,12.1,30.0,42.0,22.7,14.8,8.4,6.3,21.3,-0.1
UTAH JAZZ,2010-11,2011-12,66,49.0,99.7,36,30,.545,38.2,83.8,45.6,4.1,12.8,32.3,19.1,25.3,75.4,13.0,31.1,44.2,21.8,14.2,8.3,5.8,21.8,0.6
UTAH JAZZ,2009-10,2010-11,82,48.5,99.4,39,43,.476,37.4,80.4,46.5,5.3,15.3,34.6,19.4,25.1,77.1,11.0,28.5,39.5,23.4,14.3,7.7,5.9,22.7,-1.8
UTAH JAZZ,2008-09,2009-10,82,48.2,104.2,53,29,.646,39.4,80.2,49.1,5.4,14.7,36.4,20.2,27.2,74.1,10.6,31.6,42.2,26.7,15.2,8.2,4.9,22.7,5.3
UTAH JAZZ,2007-08,2008-09,82,48.5,103.6,48,34,.585,38.3,80.8,47.5,4.8,13.7,34.9,22.1,28.7,77.1,11.5,29.5,41.0,24.7,14.8,8.8,4.6,22.3,2.6
UTAH JAZZ,2006-07,2007-08,82,48.1,106.2,54,28,.659,40.0,80.4,49.7,5.0,13.4,37.2,21.3,28.0,75.9,11.5,29.4,40.9,26.4,14.6,8.7,4.3,24.0,6.9
UTAH JAZZ,2005-06,2007-08,82,48.1,106.2,54,28,.659,40.0,80.4,49.7,5.0,13.4,37.2,21.3,28.0,75.9,11.5,29.4,40.9,26.4,14.6,8.7,4.3,24.0,6.9
UTAH JAZZ,2004-05,2005-06,82,48.5,92.4,41,41,.500,33.5,75.7,44.2,3.8,11.3,33.6,21.6,30.1,71.9,13.1,29.0,42.1,21.6,15.7,6.4,6.0,24.8,-2.6
UTAH JAZZ,2003-04,2003-04,82,48.2,88.7,42,40,.512,32.8,75.3,43.6,3.1,9.6,32.1,20.0,26.8,74.6,13.5,27.7,41.2,20.4,16.6,7.1,6.0,25.6,-1.2
UTAH JAZZ,2002-03,2002-03,82,48.2,94.7,47,35,.573,35.3,75.5,46.8,2.7,7.8,34.9,21.3,28.6,74.5,12.5,29.0,41.5,25.6,16.8,8.6,5.7,22.4,2.4
UTAH JAZZ,2001-02,2001-02,82,48.4,96.0,44,38,.537,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,16.5,9.1,6.4,24.0,0.9
UTAH JAZZ,2000-01,2001-02,82,48.4,96.0,44,38,.537,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,16.5,9.1,6.4,24.0,0.9
UTAH JAZZ,1999-00,2000-01,82,48.2,97.1,53,29,.646,36.1,76.7,47.1,4.0,10.4,38.1,20.9,26.2,77.3,11.4,29.6,41.0,24.9,14.9,7.7,5.4,24.5,4.5
UTAH JAZZ,1998-99,1998-99,50,48.7,93.3,37,13,.740,33.7,72.4,46.5,2.8,7.8,36.1,23.2,30.2,76.7,11.1,30.2,41.3,24.1,16.3,8.0,5.5,22.7,6.5
UTAH JAZZ,1997-98,1997-98,82,48.2,101.0,62,20,.756,36.5,74.5,49.0,3.0,8.2,37.2,24.9,32.2,77.3,11.7,29.3,41.1,25.2,15.4,7.9,5.0,23.9,6.5
UTAH JAZZ,1996-97,1996-97,82,48.4,103.1,64,18,.780,38.2,75.8,50.4,4.1,11.0,37.0,22.7,29.5,76.9,10.8,29.4,40.2,26.8,15.4,9.1,5.1,24.1,8.8
GOLDEN STATE WARRIORS,2024-25,2024-25,14,48.4,119.6,11,3,.786,43.9,92.9,47.2,16.1,41.7,38.7,15.8,22.7,69.5,13.3,35.8,49.1,30.5,14.7,10.0,5.8,21.7,10.5
GOLDEN STATE WARRIORS,2023-24,2024-25,14,48.4,119.6,11,3,.786,43.9,92.9,47.2,16.1,41.7,38.7,15.8,22.7,69.5,13.3,35.8,49.1,30.5,14.7,10.0,5.8,21.7,10.5
GOLDEN STATE WARRIORS,2022-23,2023-24,82,48.4,117.8,46,36,.561,43.7,91.6,47.7,14.8,38.9,38.0,15.6,20.0,78.0,12.1,34.6,46.7,29.3,14.3,7.0,4.6,19.5,2.6
GOLDEN STATE WARRIORS,2021-22,2021-22,82,48.1,111.0,53,29,.646,40.5,86.4,46.9,14.3,39.4,36.4,15.6,20.3,76.9,9.8,35.7,45.5,27.1,14.9,8.8,4.5,21.0,5.5
GOLDEN STATE WARRIORS,2020-21,2020-21,72,48.1,113.7,39,33,.542,41.3,88.2,46.8,14.6,38.7,37.6,16.6,21.1,78.5,8.0,35.1,43.0,27.7,15.0,8.2,4.8,21.2,1.1
GOLDEN STATE WARRIORS,2019-20,2020-21,72,48.1,113.7,39,33,.542,41.3,88.2,46.8,14.6,38.7,37.6,16.6,21.1,78.5,8.0,35.1,43.0,27.7,15.0,8.2,4.8,21.2,1.1
GOLDEN STATE WARRIORS,2018-19,2019-20,65,48.4,106.3,15,50,.231,38.6,88.2,43.8,10.4,31.3,33.4,18.7,23.2,80.3,10.0,32.9,42.8,25.6,14.9,8.2,4.6,20.1,-8.7
GOLDEN STATE WARRIORS,2017-18,2018-19,82,48.3,117.7,57,25,.695,44.0,89.8,49.1,13.3,34.4,38.5,16.3,20.4,80.1,9.7,36.5,46.2,29.4,14.3,7.6,6.4,21.4,6.5
GOLDEN STATE WARRIORS,2016-17,2017-18,82,48.1,113.5,58,24,.707,42.8,85.1,50.3,11.3,28.9,39.1,16.6,20.3,81.5,8.4,35.1,43.5,29.3,15.4,8.0,7.5,19.6,6.0
GOLDEN STATE WARRIORS,2015-16,2015-16,82,48.5,114.9,73,9,.890,42.5,87.3,48.7,13.1,31.6,41.6,16.7,21.8,76.3,10.0,36.2,46.2,28.9,15.2,8.4,6.1,20.7,10.8
GOLDEN STATE WARRIORS,2014-15,2015-16,82,48.5,114.9,73,9,.890,42.5,87.3,48.7,13.1,31.6,41.6,16.7,21.8,76.3,10.0,36.2,46.2,28.9,15.2,8.4,6.1,20.7,10.8
GOLDEN STATE WARRIORS,2013-14,2014-15,82,48.1,110.0,67,15,.817,41.6,87.0,47.8,10.8,27.0,39.8,16.0,20.8,76.8,10.4,34.3,44.7,27.4,14.5,9.3,6.0,19.9,10.1
GOLDEN STATE WARRIORS,2012-13,2012-13,82,48.3,101.2,47,35,.573,38.2,83.4,45.8,8.0,19.9,40.3,16.8,21.3,79.0,10.8,34.2,45.0,22.5,15.1,6.9,4.2,21.4,0.9
GOLDEN STATE WARRIORS,2011-12,2012-13,82,48.3,101.2,47,35,.573,38.2,83.4,45.8,8.0,19.9,40.3,16.8,21.3,79.0,10.8,34.2,45.0,22.5,15.1,6.9,4.2,21.4,0.9
GOLDEN STATE WARRIORS,2010-11,2011-12,66,48.2,97.8,23,43,.348,37.7,82.5,45.7,7.9,20.5,38.8,14.4,18.7,77.0,9.7,29.5,39.2,22.3,13.9,8.0,5.5,21.4,-3.4
GOLDEN STATE WARRIORS,2009-10,2009-10,82,48.1,108.8,26,56,.317,40.6,86.5,46.9,7.7,20.6,37.5,19.9,25.4,78.2,9.2,29.2,38.4,22.4,14.7,9.3,4.1,23.0,-3.6
GOLDEN STATE WARRIORS,2008-09,2009-10,82,48.1,108.8,26,56,.317,40.6,86.5,46.9,7.7,20.6,37.5,19.9,25.4,78.2,9.2,29.2,38.4,22.4,14.7,9.3,4.1,23.0,-3.6
GOLDEN STATE WARRIORS,2007-08,2008-09,82,48.5,108.6,29,53,.354,39.4,86.0,45.8,6.7,18.0,37.3,23.1,29.2,79.1,11.6,30.4,42.0,20.9,14.6,7.8,6.4,22.5,-3.7
GOLDEN STATE WARRIORS,2006-07,2007-08,82,48.2,111.0,48,34,.585,41.5,90.3,45.9,9.3,26.6,34.8,18.8,24.9,75.2,12.7,30.4,43.2,22.4,13.2,9.1,4.6,22.9,2.2
GOLDEN STATE WARRIORS,2005-06,2007-08,82,48.2,111.0,48,34,.585,41.5,90.3,45.9,9.3,26.6,34.8,18.8,24.9,75.2,12.7,30.4,43.2,22.4,13.2,9.1,4.6,22.9,2.2
GOLDEN STATE WARRIORS,2004-05,2004-05,82,48.5,98.7,34,48,.415,36.9,85.8,43.0,7.6,21.6,35.2,17.2,23.8,72.2,13.0,29.7,42.7,22.1,13.6,7.8,5.1,22.4,-2.2
GOLDEN STATE WARRIORS,2003-04,2004-05,82,48.5,98.7,34,48,.415,36.9,85.8,43.0,7.6,21.6,35.2,17.2,23.8,72.2,13.0,29.7,42.7,22.1,13.6,7.8,5.1,22.4,-2.2
GOLDEN STATE WARRIORS,2002-03,2003-04,82,48.4,93.3,37,45,.451,35.1,79.4,44.1,5.2,15.1,34.4,22.6,29.0,77.8,15.7,31.0,46.7,20.9,15.8,7.2,6.2,21.8,-1.1
GOLDEN STATE WARRIORS,2001-02,2002-03,82,48.2,102.4,38,44,.463,37.3,84.6,44.1,5.2,15.1,34.4,22.6,29.0,77.8,15.7,31.0,46.7,20.9,15.8,7.2,6.2,21.8,-1.1
GOLDEN STATE WARRIORS,2000-01,2001-02,82,48.2,97.7,21,61,.256,36.6,85.2,42.9,3.9,12.1,32.2,17.4,24.7,70.6,16.4,29.1,45.5,21.8,15.9,9.0,5.0,21.1,-9.0
GOLDEN STATE WARRIORS,1999-00,2000-01,82,48.2,92.5,17,65,.207,35.8,87.5,40.9,3.4,11.8,29.3,17.4,24.7,69.7,15.9,29.7,45.6,22.6,15.9,8.9,4.3,24.9,-8.3
GOLDEN STATE WARRIORS,1998-99,1999-00,82,48.2,88.3,21,29,.420,34.6,83.5,41.5,3.2,11.3,28.7,15.9,23.5,67.6,16.3,31.2,47.5,20.7,15.4,8.3,4.4,25.4,-2.5
GOLDEN STATE WARRIORS,1997-98,1997-98,82,48.4,88.3,19,63,.232,34.7,83.9,41.3,2.3,8.5,27.2,16.6,23.3,71.0,15.7,30.2,45.9,20.8,16.7,7.6,5.5,22.7,-9.1
GOLDEN STATE WARRIORS,1996-97,1996-97,82,48.5,99.6,30,52,.366,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,17.2,7.5,4.4,21.8,-4.7
LA CLIPPERS,2024-25,2024-25,16,48.3,108.9,9,7,.563,39.4,85.3,46.2,12.7,33.3,38.2,17.4,22.8,76.6,11.9,33.8,45.8,25.1,17.3,8.4,4.5,19.3,0.8
LA CLIPPERS,2023-24,2024-25,16,48.3,108.9,9,7,.563,39.4,85.3,46.2,12.7,33.3,38.2,17.4,22.8,76.6,11.9,33.8,45.8,25.1,17.3,8.4,4.5,19.3,0.8
LA CLIPPERS,2022-23,2023-24,82,48.1,115.6,51,31,.622,42.4,86.7,48.9,12.6,33.2,38.1,18.3,22.2,82.5,10.0,32.9,43.0,25.6,13.1,7.8,5.0,18.5,3.3
LA CLIPPERS,2021-22,2021-22,82,48.2,108.4,42,40,.512,40.1,87.4,45.8,12.8,34.2,37.4,15.5,19.6,79.3,9.1,34.9,44.0,24.0,13.7,7.4,5.0,18.6,0.0
LA CLIPPERS,2020-21,2021-22,82,48.2,108.4,42,40,.512,40.1,87.4,45.8,12.8,34.2,37.4,15.5,19.6,79.3,9.1,34.9,44.0,24.0,13.7,7.4,5.0,18.6,0.0
LA CLIPPERS,2019-20,2020-21,72,48.0,114.0,49,23,.681,41.6,89.2,46.6,12.4,33.5,37.1,20.8,26.3,79.1,10.7,37.0,47.7,23.7,14.6,7.1,4.7,22.1,6.4
LA CLIPPERS,2018-19,2019-20,72,48.3,116.3,49,23,.681,41.6,89.2,46.6,12.4,33.5,37.1,20.8,26.3,79.1,10.7,37.0,47.7,23.7,14.6,7.1,4.7,22.1,6.4
LA CLIPPERS,2017-18,2017-18,82,48.1,109.0,42,40,.512,40.3,85.4,47.1,9.5,26.8,35.4,19.0,25.5,74.3,10.1,33.7,43.9,22.3,14.7,7.7,4.5,20.0,0.0
LA CLIPPERS,2016-17,2017-18,82,48.1,109.0,42,40,.512,40.3,85.4,47.1,9.5,26.8,35.4,19.0,25.5,74.3,10.1,33.7,43.9,22.3,14.7,7.7,4.5,20.0,0.0
LA CLIPPERS,2015-16,2016-17,82,48.2,108.7,51,31,.622,39.5,83.2,47.5,10.3,27.4,37.5,19.3,26.0,74.5,9.0,34.0,43.0,22.5,13.0,7.5,4.2,19.8,4.3
LA CLIPPERS,2014-15,2016-17,82,48.2,108.7,51,31,.622,39.5,83.2,47.5,10.3,27.4,37.5,19.3,26.0,74.5,9.0,34.0,43.0,22.5,13.0,7.5,4.2,19.8,4.3
LA CLIPPERS,2013-14,2014-15,82,48.1,106.7,56,26,.683,39.4,83.3,47.3,10.1,26.9,37.6,17.9,25.2,71.0,9.6,33.1,42.6,24.8,12.3,7.8,5.0,21.3,6.6
